TglLogin,Komputer,UserID,Tahun,AplVer,DbVer
"06/10/19 09:45:35","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/10/19 12:14:54","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/12/19 07:43:49","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/12/19 12:39:21","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/14/19 10:20:57","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/14/19 16:20:37","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/15/19 08:12:06","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/15/19 10:22:30","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/17/19 09:20:44","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/17/19 11:34:59","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/17/19 11:38:58","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/25/19 11:33:55","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"01/02/19 15:18:12","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"06/30/19 07:05:07","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/03/19 21:35:58","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/23/19 07:35:59","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/23/19 11:00:46","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/23/19 11:04:03","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/26/19 12:33:27","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/29/19 07:42:50","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/30/19 08:01:35","LAPTOP-J3BFU7S8","admin","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/30/19 13:23:30","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/31/19 10:21:39","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/31/19 11:27:35","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"07/31/19 11:37:58","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"08/06/19 07:42:10","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
"08/07/19 08:32:47","UR_PERENCANAAN","cigelam","2019","V2.0.R2.0.1","V2.0.R2.0"
