ID,Kd_Prov,Kd_Kab,AutoSPD,AutoSPP,AutoSPM,AutoSP2D,AutoTBP,AutoSTS,AutoSPJ,AutoBukti,AutoSSP,FiturSBU,KunciBOP,SPPanjar,PajakDaerah,AppVer
"01","32","14",1,1,1,1,1,1,1,1,1,0,0,0,0,"V2.0.R2.0"
