Tahun,Kd_Desa,Nm_Kades,Jbt_Kades,Nm_Sekdes,NIP_Sekdes,Jbt_Sekdes,Nm_Kaur_Keu,Jbt_Kaur_Keu,Nm_Bendahara,Jbt_Bendahara,No_Perdes,Tgl_Perdes,No_Perdes_PB,Tgl_Perdes_PB,No_Perdes_PJ,Tgl_Perdes_PJ,No_Perkades,No_Perkades_PB,Alamat,Ibukota,Status,NPWP
"2019","12.2009.","Suningrat","Kepala Desa","Talam Erawan",,"Sekretaris Desa","Uas Hasanudin","Kaur Keuangan","Uas Hasanudin","Kaur Keuangan","8 Tahun 2018","12/31/18 00:00:00",,,,"08/31/19 00:00:00",,,,"Cigelam","AWAL","76.598.074.3-409.000"
