ID_Visi,Kd_Desa,No_Visi,Uraian_Visi,TahunA,TahunN
"12.2009.01","12.2009.","01","Terampil Selangkah Lebih Maju dalam :
Mengembangkan Ekonomi Kerakyatan dengan Mendorong Pengembangan Home Industri
Meningkatkan Kesadaran Gotong Royong.
Mengembangkan Pembangunan berbasis Religi dan Kearifan lokal
Meningkatkan Pembangunan Infrast","2014","2019"
