Kd_Desa,Kd_Sub,Kd_Keg,ID_Keg,Nama_Kegiatan,Lokasi,Keluaran,Kd_Sas,Sasaran,Tahun1,Tahun2,Tahun3,Tahun4,Tahun5,Tahun6,Swakelola,Kerjasama,Pihak_Ketiga,Sumberdana
"12.2009.","12.2009.01.01.","12.2009.01.01.01.","01.01.01.","Penyediaan Penghasilan Tetap dan Tunjangan Kepala Desa","Desa Cigelam","Terbayarnya Siltap dan Tunjangan Kepala Desa","12.2009.01010101","Meningkatnya Kesejahteraan Kepala Desa",1,1,1,1,1,1,1,0,0,"ADD"
